v1,v2
ham,Yo yo gys ever figre ot how mch we need for lcohol? Jy nd I re trying  figre ot how mch we cn sfely spend on weed
ham,&lt;#&gt; ISH MINTES WS 5 MINTES GO. WTF.
ham,"Thnk Yo for clling.Forgot  sy Hppy Onm  yo Sirji.I m fine here nd remembered yo when i met n insrnce person.Meet Yo in Qtr Insh llh.Rkhesh, ex Tt IG who joined TISSCO,Tyseer."
spam,Congrtltions r wrded 500 of CD vochers or 125gift grnteed & Free entry 2 100 wkly drw txt MSIC  87066 TnCs www.Ldew.com1win150ppmx3ge16
spam,r csh-blnce is crrently 500 ponds -  mximize r csh-in now send CSH  86688 only 150p/msg. CC: 08708800282 HG/Site342/2Lnds Row/W1J6HL
ham,"I'm n cr. When i work, i work in the evening nd sleep lte. Since i'm nemployed t the moment, i LWYS sleep lte. When yo're nemployed, every dy is strdy."
ham,"Hello! Jst got here, st ndrews-boy its  long wy! Its cold. I will keep yo posted"
ham,H h cool cool chikk chikk:-):-DB-)
ham,Oh ok no prob..
ham,Check drey's stts right now
ham,Bsy here. Trying  finish for new yer. I m looking forwrd  finlly meeting yo...
ham,"Good fternoon snshine! How dwns tht dy ? re we refreshed nd hppy  be live? Do we brethe in the ir nd smile ? I think of yo, my love ... s lwys"
ham,Well i know Z will tke cre of me. So no worries.
spam,"pdte_Now - Xms Offer! Ltest Morol, SonyEricsson & Noki & FREE Bleoth! Doble Mins & 1000 Txt on Ornge. Cll Mobilepd8 on 08000839402 or cll2opt/F4Q="
spam,Here is yor discont code RP176781.  sp frther messges reply sp. www.reglportfolio.co.k. Csmer Services 08717205546
ham,Wt niform? In where get?
ham,"Cool, text me when yo're redy"
ham,"Hello my boyy ... Geeee I miss yo lredy nd I jst woke p. I wish yo were here in bed with me, cddling me. I love yo ..."
ham,I will spoil yo in bed s well :)
ham,I'm going for bth will msg yo next  &lt;#&gt;  min..
ham,I cnt keep tlking  people if m not sre i cn py them if they gree  price. So pls tell me wht yo wnt  relly by nd how mch yo re willing  py
spam,"Thnks for yor Ringne Order, Reference T91. Yo will be chrged GBP 4 per week. Yo cn nsbscribe t nytime by clling csmer services on 09057039994"
ham,Cn yo sy wht hppen
ham,Yo cold hve seen me..i did't recognise yo Fce.:)
ham,Well there's not  lot of things hppening in Lindsy on New yers *sighs* Some brs in Ptbo nd the ble heron hs something going
ham,Keep my pysm there if rin brings
ham,I tght tht Rnjith sir clled me. So only i sms like tht. Becs hes verifying bot project. Prb ld dy so only p dont mistke me..
ham,"I gess tht's why yo re worried. Yo mst know tht there's  wy the body repirs itself. nd i'm qite sre yo sholdn't worry. We'll tke it slow. First the tests, they will gide when yor ovltion is then jst relx. Nothing yo've sid is  reson  worry bt i.ll keep on followin yo p."
ham,"Yeh sre, give me  cople mintes  trck down my wllet"
ham,Hey leve it. not  big del:-) tke cre.
ham,Hey i will be lte h... Meet yo t 945+
spam,"Doble mins nd txts 4 6months FREE Bleoth on Ornge. vilble on Sony, Noki Morol phones. Cll Mobilepd8 on 08000839402 or cll2opt/N9DX"
ham,It ok Mr owl 3 licks
ham,Csmer plce i will cll yo.
ham,Mm tht time yo dont like fn
spam,4mths hlf price Ornge line rentl & ltest cmer phones 4 FREE. Hd yor phone 11mths ? Cll MobilesDirect free on 08000938767  pdte now! or2sptxt
ham,Yp hving my lnch bffet now..  et lredy?
ham,Hh so lte... Fr dinner?
ham,Hey so this st re we going for the intro piltes only? Or the kickboxing o? 
ham,Morning only i cn ok.
ham,Yes i think so. I m in office bt my lp is in room i think thts on for the lst few dys. I didnt sht tht down
ham,Pick yo p bot 7.30ish? Wht time re  nd tht going?
ham,From here fter The performnce wrd is clclted every two month.not for crrent one month period..
ham,Ws ctlly sleeping nd still might when  cll bck. So  text is gr8. Yo rock sis. Will send   text wen i wke.
ham,"Yo re lwys ptting yor bsiness ot there. Yo pt pictres of yor ss on fcebook. Yo re one of the most open people i've ever met. Why wold i think  pictre of yor room wold hrt yo, mke yo feel violted."
ham,"Good evening Sir, l Slm Whleykkm.shring  hppy news.By the grce of God, i got n offer from Tyseer,TISSCO nd i joined.Hope yo re fine.Inshh llh,meet yo sometime.Rkhesh,visir from Indi."
ham,Hmmm...k...bt i wnt  chnge the field qickly d:-)i wnn get system dministrr or network dministrr..
spam,"FREE RINGNE text FIRST  87131 for  poly or text GET  87131 for  tre ne! Help? 0845 2814032 16 fter 1st free, nes re 3xеЈ150pw  eеЈnd txt sp"
ham,Der how is chechi. Did yo tlk  her
ham,The hir crem hs not been shipped.
ham,None of tht's hppening til yo get here thogh
ham,"Yep, the gret loxhtchee xms tree brning of  &lt;#&gt;  strts in n hor"
ham,"Hh get sed  driving  sf mn, I know  lot of sners"
ham,ll ws well  slightly disstros clss this pm with my fv drlings! Hope dy off ok. Coffee wld be good s cn't sty lte morrow. Sme time + plce s lwys?
ham,Hello! Good week? Fncy  drink or something lter?
ham,Hedin wrds bsep
ham,Messge:some text missing* Sender:Nme Missing* *Nmber Missing *Sent:Dte missing *Missing   lot thts y everything is missing sent vi fllonsms.com
ham,Come by or room t some point so we cn iron ot the pln for this weekend
ham,Cos i wnt it  be yor thing
ham,"Okies... I'll go yn ji o... We cn skip rd oso, go cine den go mrt one, blh blh blh... "
ham,Bring home some Wendy =D
spam,100 dting service cl;l 09064012103 box334sk38ch
ham,Whtsp there. Dont  wnt  sleep
ham,lright i hve  new gol now
spam,FREE entry in or еЈ250 weekly competition jst text the word WIN  80086 NOW. 18 T&C www.txtwin.co.k
ham,"lright, I'll hed ot in  few mintes, text me where  meet yo"
spam,Send  logo 2 r lover - 2 nmes joined by  hert. Txt LOVE NME1 NME2 MOBNO eg LOVE DM EVE 07123456789  87077 Yhoo! POBox36504W45WQ TxtNO 4 no ds 150p
ham,Yes:)from lst week itself i'm tking live cll.
spam,Someone hs contcted or dting service nd entered yor phone becse they fncy yo!  find ot who it is cll from  lndline 09111032124 . PoBox12n146tf150p
ham,Siv is in hostel h:-.
spam,RGENT! Yor Mobile nmber hs been wrded with  еЈ2000 prize GRNTEED. Cll 09058094455 from lnd line. Clim 3030. Vlid 12hrs only
ham,Send this  r friends nd receive something bot r voice..... How is my speking expression? 1.childish 2.nghty 3.Sentiment 4.rowdy 5.fl of ttitde 6.romntic 7.shy 8.ttrctive 9.fnny  &lt;#&gt; .irritting  &lt;#&gt; .lovble. reply me..
ham,Ok. She'll be ok. I gess
ham,thi..where re yo der..
ham,ny pin on rintion ny thing else?
ham,7 t esplnde.. Do М_ mind giving me  lift cos i got no cr dy..
ham,I wnt  by  BMW cr rgently..its vry rgent.bt hv  shortge of  &lt;#&gt; Lcs.there is no sorce  rng dis mt. &lt;#&gt; lcs..thts my prob
ham,t home wtching tv lor.
ham,Does she slly tke fifteen fcking mintes  respond   yes or no qestion
spam,Congrts! Noki 3650 video cmer phone is yor Cll 09066382422 Clls cost 150ppm ve cll 3mins vry from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,Booked ticket for pongl?
ham,Yo vilble now? I'm like right rond hillsborogh &mp;  &lt;#&gt; th
ham,The messge sent is skin for  &lt;#&gt; dollrs. Shol i py  &lt;#&gt;  or  &lt;#&gt; ?
ham,"sk g or iori, I've ld the sry like ten times lredy"
ham,How long does pplebees fcking tke
ham,"Hi hope  get this txt~jorney hsnt been gd,now bot 50 mins lte I think."
ham,Bt i hve . I like  hve love nd rrnge.
ham,Yes..he is relly gret..bhji ld kllis best cricketer fter schin in world:).very gh  get ot.
ham,Yo were spposed  wke ME p &gt;:(
ham,Oic... I sw him o bt i t he din c me... I fond  grop lio...
ham,"Sorry, I'll cll lter"
ham,\HEY HEY WERETHE MONKEESPEOPLE SY WE MONKEYROND! HOWDY GORGEOS
ham,"Sorry, my bttery died, I cn come by bt I'm only getting  grm for now, where's yor plce?"
ham,"Well done, blimey, exercise, yeh, i kind remember wot tht is, hmm. "
ham,I wont get concentrtion der yo know yo re my mind nd everything :-)
ham,LOL ... Hve yo mde plns for new yers?
ham,10 min lter k...
ham,hnks lotsly!
ham,Thnks for this hope yo hd  good dy dy
ham,K:)k:)wht re detil yo wnt  trnsfer?cc no enogh?
ham,Ok i will tell her  sty ot. Yeh its been gh bt we re optimistic things will improve this month.
spam,"Lon for ny prpose еЈ500 - еЈ75,000. Homeowners + Tennts welcome. Hve yo been previosly refsed? We cn still help. Cll Free 0800 1956669 or text bck 'help'"
ham,Si si. I think ill go mke those oreo trffles.
ham,"LOOK T MY RE  BETIFL, INTELLIGENT WOMN ND I LIKE   LOT. I KNOW  DONеХT LIKE ME LIKE THT SO DONеХT WORRY."
ham,I hope yo tht's the reslt of being consistently intelligent nd kind. Strt sking him bot prcticm links nd keep yor ers open nd ll the best. ttyl
ham,"1.20 tht cll cost. Which i gess isnt bd. Miss y, need y, wnt y, love y"
ham,Going thr  very different feeling.wvering decisions nd coping p with the sme is the sme individl.time will hel everything i believe.
ham,Where did  go? My phone is gonn die yo hve  sty in here
ham,Gret. Never been better. Ech dy gives even more resons  thnk God
spam,"pgrdCentre Ornge csmer, yo my now clim yor FREE CMER PHONE pgrde for yor loylty. Cll now on 0207 153 9153. Offer ends 26th Jly. T&C's pply. Opt-ot vilble"
ham,"Sorry, I'll cll lter ok bye"
ham,Ok i m on the wy  rilwy
ham,gret princess! I love giving nd receiving orl. Doggy style is my fve position. How bot yo? I enjoy mking love  &lt;#&gt;  times per night :)
ham,They don't pt tht stff on the rods  keep it from getting slippery over there?
ham,When re yo going  ride yor bike?
ham,"Yp, no need. I'll js wit 4 e rin 2 sp."
ham,There re mny compny. Tell me the lngge.
spam,okmil: Der Dve this is yor finl notice  collect yor 4* Tenerife Holidy or #5000 CSH wrd! Cll 09061743806 from lndline. TCs SE Box326 CW25WX 150ppm
ham,"How long hs it been since yo scremed, princess?"
ham,"Nothing. I ment tht once the money enters yor ccont here, the bnk will remove its flt rte. Someone trnsfered  &lt;#&gt;   my ccont nd  &lt;#&gt; dollrs got removed. So the bnks differ nd chrges lso differ.be sre yo trst the 9j person yo re sending ccont detils  cos..."
spam,Wnt 2 get lid night? Wnt rel Dogging loctions sent direct 2 r Mob? Join the K's lrgest Dogging Network by txting MON  69888Nyt. ec2. 31p.msg@150p
ham,Nice line sid by  broken hert- Plz don't cm 1 more times infront of me... Other wise once gin I ll trst ... Good 9t:)
ham,Ok I'm gonn hed p  sf in like fifteen mintes
ham,Love yo thi..love  lot..
ham,Tension h?wht mchi?ny problem?
ham,"K, cn I pick p nother 8th when yo're done?"
ham,When're yo gys getting bck? G sid yo were thinking bot not stying for mcr
ham,"lmost there, see  in  sec"
ham,"Yo crlos,  few friends re lredy sking me bot yo, yo working t ll this weekend?"
ham,Wtching tv lor...
ham,Thnk yo bby! I cnt wit  tste the rel thing...
ham,Yo shold chnge yor fb  jykwon thglyfe flconerf
ham,If we win its relly no 1 side for long time.
spam,"FREE MESSGE ctivte yor 500 FREE Text Messges by replying  this messge with the word FREE For terms & conditions, visit www.07781482378.com"
ham,Der reched rilwy. Wht hppen  yo
ham,"Depends on qlity. If yo wnt the type i sent boye, fded glory, then bot 6. If yo wnt rlphs mybe 2"
ham,I think i've fixed it cn yo send  test messge?
ham,"Sorry mn my ccont's dry or I wold, if yo wnt we cold trde bck hlf or I cold by some shit with my credit crd"
spam,"Congrts! 1 yer specil cinem pss for 2 is yors. cll 09061209465 now! C Sprmn V, Mtrix3, StrWrs3, etc ll 4 FREE! bx420-ip4-5we. 150pm. Dont miss ot!"
ham,"Sorry,in meeting I'll cll lter"
ham,Wht clss of  &lt;#&gt;  renion?
ham,re yo free now?cn i cll now?
ham,Got meh... When?
ham,Nope... Think i will go for it on mondy... Sorry i replied so lte
ham,Some of them ld ccentre is not confirm. Is it tre.
ham,"Kte jckson rec center before 7ish, right?"
ham,Der i hve reche room
ham,"Fighting with the world is esy,  either win or lose bt fightng with some1 who is close   is dificlt if  lose -  lose if  win -  still lose."
ham,When cn М_ come ot?
ham,Check with nerologist.
ham,Lolnice. I went from  fish  ..wter.?
spam,+123 Congrtltions - in this week's competition drw  hve won the еЈ1450 prize  clim jst cll 09050002311 b4280703. T&Cs/sp SMS 08718727868. Over 18 only 150ppm
ham,No it's witing in e cr dt's bored wt. Cos wit otside got nothing 2 do. t home cn do my stff or wtch tv wt.
ham,"Mybe westshore or hyde prk villge, the plce ner my hose?"
ham,Yo shold know now. So how's nthony. re yo bringing money. I've school fees  py nd rent nd stff like tht. Thts why i need yor help.  friend in need....|
ham,Wht's the significnce?
ham,Yor opinion bot me? 1. Over 2. Jd 3. Ksrthi 4. Lovble 5. Silent 6. Spl chrcter 7. Not mtred 8. Stylish 9. Simple Pls reply..
ham,"8 t the ltest, g's still there if yo cn scronge p some mmo nd wnt  give the new k  try"
ham,Prbh..i'm soryd..rely..frm hert i'm sory
ham,Lol ok yor forgiven :)
ham,No..jst chnge tt only..
spam,"Yo re grnteed the ltest Noki Phone,  40GB iPod MP3 plyer or  еЈ500 prize! Txt word: COLLECT  No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
ham,S:)no competition for him.
spam,Boltble nes for 150p Reply POLY# or MONO# eg POLY3 1. Ch Ch Slide 2. Yeh 3. Slow Jmz 6. xic 8. Come With Me or SP 4 more nes txt MORE
spam,Yor credits hve been pped p for http://www.bbbletext.com Yor renewl Pin is tgxxrz
ham,"Tht wy trnsport is less problemtic thn on st night. By the wy, if  wnt  sk  n   join my bdy, feel free. Bt need  know definite nos s booking on fri. "
ham,slly the person is nconscios tht's in children bt in dlts they my jst behve bnormlly. I.ll cll yo now
ham,Bt tht's on eby it might be less elsewhere.
ham,Shll i come  get pickle
ham,Were gonn go get some tcos
ham,"Tht's very rde, yo on cmps?"
spam,"RGENT!: Yor Mobile No. ws wrded  еЈ2,000 Bons Cller Prize on 02/09/03! This is or 2nd ttempt  contct YO! Cll 0871-872-9755 BOX95Q"
ham,Hi i won't b rd 4 christms. Bt do enjoy n merry x'ms.
spam,"dy's Offer! Clim r еЈ150 worth of discont vochers! Text YES  85023 now! SvMob, member offers mobile! T Cs 08717898035. еЈ3.00 Sb. 16 . nsb reply X"
ham,Yes! How is  pretty ldy like yo single?
spam,Yo will recieve yor ne within the next 24hrs. For Terms nd conditions plese see Chnnel  Teletext Pg 750
ham,Jy sys tht yo're  doble-fggot
spam,PRIVTE! Yor 2003 ccont Sttement for 07815296484 shows 800 n-redeemed S.I.M. points. Cll 08718738001 Identifier Code 41782 Expires 18/11/04 
ham,Wht dy-sndy..sndy is holidy..so no work..
ham,Gdnite....tc...prctice going on
ham,I'll be lte...
ham,"I've not clled yo in  while. This is hoping it ws l8r mlri nd tht yo know tht we miss yo gys. I miss Bni big, so pls give her my love especilly. Hve  gret dy."
ham,"Good fternoon, my love! How goes tht dy ? I hope mybe yo got some leds on  job. I think of yo, boyy nd send yo  pssionte kiss from cross the se"
ham,"Probbly gonn be here for  while, see yo lter night &lt;)"
ham,Or mybe my ft fingers jst press ll these btns nd it doesn't know wht  do.
ham,mmmmmh Mny mny hppy retrns of d dy my der sweet hert.. HPPY BIRTHDY der
ham,"I m in tirpr d, once yo strted from office cll me."
spam,from www.pplsesre.com MonthlySbscription@50p/msg mx6/month T&CsC web ge16 2sp txt sp
ham," fmos qote : when yo develop the bility  listen  'nything' nconditionlly withot losing yor temper or self confidence, it mens yo re ......... 'MRRIED'"
ham,Bt m going  college p. Wht  do. re else ill come there it self. P.
ham,4 oclock t mine. Jst  bsh ot  flt pln.
ham,This girl does not sty in bed. This girl doesn't need recovery time. Id rther pss ot while hving fn then be cooped p in bed
ham,Then ny specil there?
ham,I know bt yo need  get hotel now. I jst got my invittion bt i hd  pologise. Cli is  sweet for me  come  some english bloke's weddin
ham,"Sorry tht ok so long, omw now"
ham,Wit  &lt;#&gt;  min..
ham,Ok give me 5 mintes I think I see her. BTW yo're my libi. Yo were ctting my hir the whole time.
ham,"Imgine yo finlly get  sink in tht bth fter I hve pt yo throgh yor pces, mybe even hving yo et me for  while before I left ... Bt lso imgine the feel of tht cge on yor cock srronded by the bth wter, reminding yo lwys who owns yo ... Enjoy, my cck"
ham,"Hrry p, I've been weed-deficient for like three dys"
ham,"Sre, if I get n cknowledgement from yo tht it's sndingly tctless nd generlly fggy  demnd  blood oth fo"
ham,Ok. Every night tke  wrm bth drink  cp of milk nd yo'll see  work of mgic. Yo still need  loose weight. Jst so tht yo know
ham,I‰Ычll hve  look t the frying pn in cse it‰Ычs chep or  book perhps. No tht‰Ычs silly  frying pn isn‰Ычt likely  be  book
